Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
August,NCT06534723,Wujia Yizhi granules,Investigational therapy being studied to treat Alzheimer's Dementia.,"Sichuan Jishengtang Pharmaceutical Co., Ltd.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT06534723,Phase 3 Clinical Trial of Wujia Yizhi Granules in the Treatment of Mild-to-moderate Alzheimer's Dementia (Syndrome of Deficiency of Spleen and Kidney),not_yet_due,no,,,,,
August,NCT03539744,Dexamethasone + Pomalidomide + Venetoclax,Combination regimen being studied to treat Multiple Myeloma.,AbbVie,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT03539744,A Study Designed to Evaluate the Safety and Efficacy of Venetoclax Plus Dexamethasone (VenDex) Compared With Pomalidomide Plus Dexamethasone (PomDex) in Participants With t(11;14)-Positive Relapsed or Refractory Multiple Myeloma.,not_yet_due,no,,,,,
August,NCT06389136,Dupilumab 300mg Dose + Upadacitinib 15mg Dose + Upadacitinib 30mg Dose,Combination regimen being studied to treat Atopic Dermatitis.,AbbVie,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06389136,A Study of Upadacitinib in Adult Participants With Moderate-to-Severe Atopic Dermatitis and Inadequate Response to Dupilumab,not_yet_due,no,,,,,
August,NCT07032597,HArmonyCa Lidocaine Injectable Gel + Restylane® Perlane® Lidocaine,Combination regimen being studied to treat Mid Face Volume Deficit.,AbbVie,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07032597,A Study to Assess Safety and Effectiveness of HArmonyCa Lidocaine Injectable Gel for Restoration and/or Creation of Mid-Face Volume in Adult Participants,not_yet_due,no,,,,,
August,NCT06901505,Erythropoiesis-Stimulating Agent (ESA) + Vadadustat,Combination regimen being studied to treat Anemia of Chronic Kidney Disease.,Akebia Therapeutics,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06901505,To Evaluate the Efficacy of Three Times Weekly (TIW) Vadadustat Compared to Standard of Care ESA in Patients With Anemia of CKD Receiving In-Center Hemodialysis,not_yet_due,no,,,,,
August,NCT06411288,AOC 1001 (del-desiran),"Investigational therapy being studied to treat Myotonic Dystrophy, Myotonic Dystrophy 1, and related conditions.","Avidity Biosciences, Inc.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06411288,Global Study of Del-desiran for the Treatment of DM1,not_yet_due,no,,,,,
August,NCT06216028,Autologous Bone Marrow Aspirate Concentrate,Investigational therapy being studied to treat Knee Osteoarthritis and Musculoskeletal Diseases.,CELL Technologies Inc.,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06216028,Bone Marrow Aspirate Concentrate (BMAC) Treatment for Knee Osteoarthritis,not_yet_due,no,,,,,
August,NCT06553027,CVN424 150 mg + CVN424 75 mg,Combination regimen being studied to treat Parkinson Disease.,Cerevance,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06553027,To Evaluate the Efficacy of CVN424 in Parkinson's Disease Participants With Motor Complications,not_yet_due,no,,,,,
August,NCT07037875,Lansoprazole 30 mg Once Daily (QD) + Linaprazan Glurate 50 mg Once Daily (QD) + Linaprazan glurate 50 mg Twice Daily (BID),Combination regimen being studied to treat GERD (Gastroesophageal Reflux Disease).,Cinclus Pharma Holding AB,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07037875,A Study Comparing the Effect and Safety of Linaprazan Glurate to Lansoprazole in Participants With Erosive Esophagitis (EE) Due to Gastroesophageal Reflux Disease (GERD),not_yet_due,no,,,,,
August,NCT06564818,CYB003 + Psychological Support,Combination regimen being studied to treat Major Depressive Disorder.,Cybin IRL Limited,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06564818,"""A Study of a Deuterated Psilocin Analog (CYB003) in Humans With Major Depressive Disorder""",not_yet_due,no,,,,,
August,NCT06260722,Retatrutide + Semaglutide,"Combination regimen being studied to treat Diabetes Mellitus, Type 2.",Eli Lilly and Company,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06260722,Effect of Retatrutide Compared With Semaglutide in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Metformin With or Without SGLT2 Inhibitor (TRANSCEND-T2D-2),not_yet_due,no,,,,,
August,NCT06602271,PF614 capsule,"Investigational therapy being studied to treat Postoperative Pain, Acute.",Ensysce Biosciences,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06602271,PF614 Analgesic Activity in Acute Postoperative Pain (PF614-301),not_yet_due,no,,,,,
August,NCT06668064,Aflibercept (2.0 mg) + EYP-1901,Combination regimen being studied to treat Wet Age Related Macular Degeneration.,"EyePoint Pharmaceuticals, Inc.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06668064,A 2-year Study of EYP-1901 in Subjects With Wet Age Related Macular Degeneration (wAMD) (LUGANO) Primary Efficacy Will be Determined at Week 56,not_yet_due,no,,,,,
August,NCT01983241,"0.9% Sodium Chloride for Injection, USP + Alpha-1 MP",Combination regimen being studied to treat Pulmonary Emphysema in Alpha-1 PI Deficiency.,Grifols Therapeutics LLC,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT01983241,"Efficacy and Safety of Alpha1-Proteinase Inhibitor (Human), Modified Process (Alpha-1 MP) in Subjects With Pulmonary Emphysema Due to Alpha1 Antitrypsin Deficiency (AATD)",not_yet_due,no,,,,,
August,NCT07215767,Potassium nitrate Dentifrice + Stannous fluoride Dentifrice + Stannous fluoride and Potassium nitrate Dentifrice,Combination regimen being studied to treat Dentin Hypersensitivity.,HALEON,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07215767,Clinical Study to Investigate the Antihypersensitivity Efficacy of a Novel Dentifrice,not_yet_due,no,,,,,
August,NCT07298434,VYD2311-MD + VYD2311-SD,Investigational preventive therapy being studied to help protect against COVID-19.,"Invivyd, Inc.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07298434,Study of VYD2311 for the Prevention of COVID-19,not_yet_due,no,,,,,
August,NCT05611931,Selinexor,Investigational therapy being studied to treat Endometrial Cancer.,Karyopharm Therapeutics Inc,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT05611931,"Selinexor in Maintenance Therapy After Systemic Therapy for Participants With p53 Wild-Type, Advanced or Recurrent Endometrial Carcinoma",not_yet_due,no,,,,,
August,NCT07059000,Kedrion IVIG 10%,Investigational therapy being studied to treat Chronic Primary Immune Thrombocytopenia (ITP).,Kedrion S.p.A.,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07059000,A Study Investigating Intravenous Human Normal Immunoglobulin 10% in Adults With Chronic Immune Thrombocytopenia (ITP),not_yet_due,no,,,,,
August,NCT06556368,Aflibercept + Tabirafusp tedromer + Tarcocimab tedromer,Combination regimen being studied to treat Wet Age related Macular Degeneration.,Kodiak Sciences Inc,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06556368,A Study to Evaluate the Efficacy and Safety of Tarcocimab Tedromer and Tabirafusp Tedromer Compared to Aflibercept in Participants With Neovascular (Wet) Age-related Macular Degeneration (wAMD) - DAYBREAK,not_yet_due,no,,,,,
August,NCT07298330,Brelovitug 300 mg + Brelovitug 900 mg + Delayed Treatment with Brelovitug 300mg,Combination regimen being studied to treat Chronic Hepatitis D Infection.,"Mirum Pharmaceuticals, Inc.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07298330,A Trial Evaluating Brelovitug vs Delayed Treatment for the Treatment of Chronic Hepatitis Delta Infection (AZURE-4),not_yet_due,no,,,,,
August,NCT06269705,ZILRETTA,Investigational therapy being studied to treat Glenohumeral Osteoarthritis.,"Pacira Pharmaceuticals, Inc",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06269705,ZILRETTA in Subjects With Shoulder Osteoarthritis,not_yet_due,no,,,,,
August,NCT07114406,PBK_M2502 1-Day + PBK_M2502 2-Day,"Combination regimen being studied to treat Intestinal Disease, Colonic Diseases, and related conditions.","Pharmbio Korea Co., Ltd.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT07114406,A Study to Evaluate Safety and Efficacy of PBK_M2502,not_yet_due,no,,,,,
August,NCT06669754,Deucrictibant,Investigational preventive therapy being studied to help protect against Hereditary Angioedema (HAE).,Pharvaris Netherlands B.V.,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06669754,Study of Oral Deucrictibant Extended-Release Tablet for Prophylaxis Against Angioedema Attacks in Adolescents and Adults With HAE,not_yet_due,no,,,,,
August,NCT06779136,Placebo,Investigational therapy being studied to treat Prurigo Nodularis.,Shanghai Mabgeek Biotech.Co.Ltd,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06779136,Phase III Clinical Study of MG-K10 Humanized Mab Injection in Subjects With Prurigo Nodularis,not_yet_due,no,,,,,
August,NCT03961568,Cenobamate,Investigational therapy being studied to treat Primary Generalized Tonic Clonic Seizures in the Setting of Idiopathic Generalized Epilepsy.,"SK Life Science, Inc.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT03961568,Cenobamate Open-Label Extension Study for YKP3089C025,not_yet_due,no,,,,,
August,NCT06050122,Patidegib Topical Gel + Patidegib Topical Gel with no active patidegib,Investigational preventive therapy being studied to help protect against Gorlin Syndrome.,"Sol-Gel Technologies, Ltd.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06050122,Efficacy and Safety of Patidegib Gel 2% for Preventing Basal Cell Carcinomas on the Face of Adults With Gorlin Syndrome,not_yet_due,no,,,,,
August,NCT04415853,Irinotecan/Tegafur + Lerotinib,Combination regimen being studied to treat Esophageal Cancer.,"Sunshine Lake Pharma Co., Ltd.",2026-08,PHASE3,https://clinicaltrials.gov/study/NCT04415853,Study of Larotinib in Unresectable Advanced or Recurrent Esophageal Cancer,not_yet_due,no,,,,,
August,NCT06775379,Azetukalner,Investigational therapy being studied to treat Major Depressive Disorder.,Xenon Pharmaceuticals Inc.,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06775379,A Randomized Study of Azetukalner Versus Placebo in Major Depressive Disorder,not_yet_due,no,,,,,
August,NCT06416852,18F-Alfatide Injection + 18F-FDG Injection,Imaging agent being studied to help detect or evaluate Non Small Cell Lung Cancer NSCLC.,Yantai LNC Biotechnology Singapore PTE. LTD.,2026-08,PHASE3,https://clinicaltrials.gov/study/NCT06416852,Clinical Study of 18F-Alfatide Injection PET/CT,not_yet_due,no,,,,,
September,NCT06606093,DWP16001 0.3mg,Investigational therapy being studied to treat Type 2 Diabetic Nephropathy.,Daewoong Pharmaceutical Co. LTD.,2026-09-01,PHASE3,https://clinicaltrials.gov/study/NCT06606093,Evaluate the Efficacy and Safety of DWP16001 in Type 2 Diabetic Nephropathy with Moderate Renal Impairment Patients,not_yet_due,no,,,,,
September,NCT04824092,Cyclophosphamide + Doxorubicin + Lenalidomide (+4 more),Combination regimen being studied to treat Diffuse Large B cell Lymphoma.,Incyte Corporation,2026-09-01,PHASE3,https://clinicaltrials.gov/study/NCT04824092,Tafasitamab + Lenalidomide + R-CHOP Versus R-CHOP in Newly Diagnosed High-intermediate and High Risk DLBCL Patients,not_yet_due,no,,,,,
September,NCT07184619,Evenamide 15 mg bid,Investigational therapy being studied to treat Treatment resistant Schizophrenia.,Newron Pharmaceuticals SPA,2026-09-01,PHASE3,https://clinicaltrials.gov/study/NCT07184619,"Evenamide, a Glutamate Release Modulator, as Add-On to Standard of Care in Subjects With Documented Treatment-Resistant Schizophrenia",not_yet_due,no,,,,,
September,NCT06151574,carboplatin + cisplatin + pembrolizumab (+2 more),"Combination regimen being studied to treat Lung Cancer, Non squamous, Non small Cell.",Boehringer Ingelheim,2026-09-02,PHASE3,https://clinicaltrials.gov/study/NCT06151574,Beamion LUNG-2: A Study to Test Whether Zongertinib (BI 1810631) Helps People With Advanced Non-small Cell Lung Cancer With HER2 Mutations Compared With Standard Treatment,not_yet_due,no,,,,,
September,NCT06118255,fenfluramine,Investigational therapy being studied to treat Dravet Syndrome.,"UCB BIOSCIENCES, Inc.",2026-09-03,PHASE3,https://clinicaltrials.gov/study/NCT06118255,"A Study to Evaluate Safety, Tolerability, and Pharmacokinetics of Fenfluramine (Hydrochloride) in Infants 1 Year to Less Than 2 Years of Age With Dravet Syndrome",not_yet_due,no,,,,,
September,NCT04965675,Eptinezumab,Investigational therapy being studied to treat Chronic Migraine in Children.,H. Lundbeck A/S,2026-09-05,PHASE3,https://clinicaltrials.gov/study/NCT04965675,A Study With Eptinezumab in Adolescents (12-17 Years) With Chronic Migraine,not_yet_due,no,,,,,
September,NCT07473960,IBI306,Investigational therapy being studied to treat Non Familial Hypercholesterolemia and Mixed Hyperlipidemia.,Innovent Biologics (Suzhou) Co. Ltd.,2026-09-06,PHASE3,https://clinicaltrials.gov/study/NCT07473960,IBI306 Monotherapy in Non-Familial Hypercholesterolemia and Mixed Hyperlipidemia,not_yet_due,no,,,,,
September,NCT05831202,The SEAL™ Saccular Endovascular Aneurysm Lattice System,Investigational therapy being studied to treat Intracranial Aneurysm.,Galaxy Therapeutics INC,2026-09-10,PHASE3,https://clinicaltrials.gov/study/NCT05831202,SEAL™IT: Saccular Endovascular Aneurysm Lattice System Interventional Pivotal Trial,not_yet_due,no,,,,,
September,NCT06855160,Candidate varicella vaccine + Hepatitis A vaccine + MMR vaccine (+4 more),Investigational preventive therapy being studied to help protect against Chickenpox.,GlaxoSmithKline,2026-09-10,PHASE3,https://clinicaltrials.gov/study/NCT06855160,"A Study on the Immune Response and Safety of an Investigational Chickenpox Vaccine and a Marketed Measles, Mumps and Rubella Vaccine When Administered as Intramuscular Injection to Healthy Children 12 to 15 Months of Age",not_yet_due,no,,,,,
September,NCT06762548,DA-007,Investigational therapy being studied to treat Chemotherapy Induced Alopecia and Chemotherapy Side Effects.,"Applied Biology, Inc.",2026-09-11,PHASE3,https://clinicaltrials.gov/study/NCT06762548,Clinical Study of DA-007 for the Treatment of Chemotherapy Induced Alopecia,not_yet_due,no,,,,,
September,NCT06431373,Brepocitinib PO QD,"Investigational therapy being studied to treat Uveitis, Posterior, Uveitis, Intermediate, and related conditions.","Priovant Therapeutics, Inc.",2026-09-11,PHASE3,https://clinicaltrials.gov/study/NCT06431373,"A Study of Brepocitinib in Adults With Active, Non-Infectious, Non-Anterior Uveitis",not_yet_due,no,,,,,
September,NCT04634877,Brachytherapy + Carboplatin + Cisplatin (+5 more),Combination regimen being studied to treat Endometrial Neoplasms.,Merck Sharp & Dohme LLC,2026-09-15,PHASE3,https://clinicaltrials.gov/study/NCT04634877,Study of Pembrolizumab (MK-3475) in Combination With Adjuvant Chemotherapy With or Without Radiotherapy in Participants With Newly Diagnosed Endometrial Cancer After Surgery With Curative Intent (MK-3475-B21 / KEYNOTE-B21 / ENGOT-en11 / GOG-3053),not_yet_due,no,,,,,
September,NCT06832410,Biological/Vaccine,Investigational therapy being studied to treat Type 1 Diabetes and Kidney Transplant.,Vertex Pharmaceuticals Incorporated,2026-09-17,PHASE3,https://clinicaltrials.gov/study/NCT06832410,"An Efficacy, Safety, and Tolerability Study of VX-880 in Participants With Type 1 Diabetes With a Kidney Transplant",not_yet_due,no,,,,,
September,NCT07145333,Topotecan - study,Investigational therapy being studied to treat SCLC.,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",2026-09-18,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT07145333,Pharmacogenomics ANDA SNP Clinical Study - Topotecan and Single Nucleotide Polymorphisms,not_yet_due,no,,,,,
September,NCT07555392,BBV87 Chikungunya vaccine,Investigational preventive therapy being studied to help protect against Active Immunisation for Chikungunya Virus Infection.,Bharat Biotech International Limited,2026-09-20,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT07555392,"A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.",not_yet_due,no,,,,,
September,NCT07279194,HDM1005 1 + HDM1005 2,Combination regimen being studied to treat Obesity & Overweight.,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",2026-09-20,PHASE3,https://clinicaltrials.gov/study/NCT07279194,Efficacy and Safety of HDM1005 in Chinese Obesity or Overweight Patients Without Diabetes,not_yet_due,no,,,,,
September,NCT06708299,CardiolRx,Investigational therapy being studied to treat Recurrent Pericarditis.,Cardiol Therapeutics Inc.,2026-09-21,PHASE3,https://clinicaltrials.gov/study/NCT06708299,CardiolRx in Recurrent Pericarditis (MAVERIC Phase-3),not_yet_due,no,,,,,
September,NCT04961567,Litifilimab,"Investigational therapy being studied to treat Lupus Erythematosus, Systemic.",Biogen,2026-09-27,PHASE3,https://clinicaltrials.gov/study/NCT04961567,A Study to Learn About the Safety of Litifilimab (BIIB059) Injections and Whether They Can Improve Symptoms of Adult Participants Who Have Systemic Lupus Erythematosus,not_yet_due,no,,,,,
